"","id","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","cc","ccco","hydroxyl_alkl","aldehyde","ketone","carboxylic_acid","ester","ether_alicyclic","nitrate","nitro","aromatic_hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","trans_NumOfConf","trans_MW","trans_pSat_Pa"
"18409",100517,2.52824962e-07,218.006267152,21,7,8,0,3,18,8,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,2.38002627459644,14.7650352912548,-15.1905684374598
"18410",100519,4.38483168e-06,204.027002596,22,7,7,0,3,30,22,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2.77419111467218,14.283802105742,-12.3373593182817
"18411",100525,2.72543078e-09,236.016831836,24,7,9,0,4,36,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2.93015605158352,15.3628393155692,-19.7206393369216
"18412",100530,9.45418387e-07,192.027002596,21,6,7,0,3,5,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1.62065659669276,13.8573807985492,-13.8716382698659
"18413",100535,6.91182113e-07,208.021917216,22,6,8,0,4,54,10,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,3.30916275726621,14.4229649245916,-14.1848624979743
"18414",100549,0.00039960178,174.016437912,18,6,6,0,2,4,4,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1.5157165665104,13.1915290210043,-7.82504205674534
"18415",100556,0.0001894784669999,204.027002596,22,7,7,0,2,6,4,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.71176985940971,14.283802105742,-8.57123517050563
"18416",100571,1.75392201e-09,287.012474728,28,6,12,1,5,344,4,0,0,2,0,0,0,0,0,0,1,0,0,1,3,0,0,5.76723346775727,16.9414425220522,-20.1614114080671
"18417",100573,1.15600345e-08,331.997552936,30,6,14,2,4,232,6,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0,5.12443979880587,18.2208000081226,-18.2757119892776
"18418",100578,4.62419009e-06,224.016831836,23,6,9,0,4,24,9,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,2.59455793396046,14.967191848707,-12.2842093180101
"18419",100579,5.14998921e-05,267.022645488,27,7,10,1,3,39,16,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,3.00136892774457,16.3408275643555,-9.87393084544241
"18420",100581,2.70234223e-08,271.017560108,27,6,11,1,4,84,23,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,3.77818992700118,16.462610974812,-17.4265618544037
"18421",100584,1.82508997e-10,242.02739652,26,6,10,0,5,240,28,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,5.17682366963483,15.5572297186871,-22.424221645491
"18422",100587,0.000188521727,204.027002596,22,7,7,0,2,23,15,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.56164150214581,14.283802105742,-8.57629729511896
"18423",100611,0.0976854597,219.037901628,24,7,7,1,1,4,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.5157165665104,14.7999291088843,-2.32600255700704
"18424",100632,8.9627218e-07,314.02337376,31,7,12,2,3,207,40,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,4.95211935750031,17.7207046631899,-13.9250216977795
"18425",100641,1.08885475e-06,285.033210172,30,7,11,1,4,319,32,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,5.6381575174536,16.8829265878875,-13.7303841021563
"18426",100642,5.82050547e-05,237.012080804,23,6,9,1,2,20,10,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2.45645605223158,15.3951966796141,-9.75153835648271
"18427",100653,0.0013079627,325.986988252,28,7,13,2,2,42,31,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,3.0688438220957,18.0551097546373,-6.63928454317331
"18428",100654,7.55527432e-05,296.012809076,28,7,11,2,2,56,40,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3.34546436385625,17.205022786268,-9.49067956017605
"18429",100659,0.0011028375599999,190.011352532,19,6,7,0,2,10,9,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.99526231496888,13.7844605455564,-6.80986882063519
"18430",100660,1.14869137e-07,206.006267152,20,6,8,0,3,20,5,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2.45645605223158,14.352918419332,-15.9794722956579
"18431",100664,1.20802124e-07,224.016831836,23,6,9,0,4,71,22,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,3.59234058326496,14.967191848707,-15.9291119688188
"18432",100679,2.21099584e-06,267.022645488,27,7,10,1,3,127,33,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,4.27701837699461,16.3408275643555,-13.0220675375923
"18433",100683,2.68709338e-05,343.997552936,31,7,14,2,3,79,17,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,3.70926726990516,18.5471710224498,-10.5244653834286
"18434",100685,1.19023928e-07,285.033210172,30,7,11,1,4,307,29,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,5.57367334650805,16.8829265878875,-15.9439412884176
"18435",100688,8.87918143e-07,316.002638316,29,6,13,2,4,181,2,0,0,2,0,0,0,0,0,1,1,0,0,1,2,0,0,4.75667602094204,17.7764630429115,-13.9343862795095
"18436",100693,0.0001623174009999,298.02845914,30,7,11,2,2,52,25,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3.27190739335115,17.2635007788108,-8.72595687415758
"18437",100707,6.8318566e-11,224.053217344,27,7,8,0,4,71,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,3.59234058326496,14.9684073081941,-23.4068395561299
"18438",100708,1.49153432e-06,269.038295552,29,7,10,1,3,96,40,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,3.93261444327487,16.4023868858163,-13.4157052228641
"18439",100713,5.12051855e-08,256.043046584,29,7,10,0,5,220,6,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,5.04343936938931,16.0013451492054,-16.7874250307325
"18440",100717,1.35987334e-06,330.01828838,32,7,13,2,3,193,40,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,4.84916757729606,18.1664054887036,-13.5081189949063
"18441",100726,0.0005111780039999,202.011352532,20,7,7,0,2,8,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1.86606598307361,14.2130697786228,-7.5787926839959
"18442",100732,0.0230631177,293.997159012,26,7,11,2,1,5,5,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.62065659669276,17.1463453543897,-3.76952057380023
"18443",100734,3.07628117e-05,188.032087976,21,7,6,0,2,9,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.93318204493176,13.7124792789634,-10.389204009832
"18444",100741,8.80911744e-06,174.016437912,18,6,6,0,2,6,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.71176985940971,13.1915290210043,-11.6397233001058
"18445",100742,8.40912429e-06,237.012080804,23,6,9,1,3,22,5,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2.5277074255111,15.3951966796141,-11.6861932166305
"18446",100747,4.69334134e-07,246.99643074,22,7,9,1,2,5,2,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1.62065659669276,15.7161200918038,-14.5719508829321
"18447",100753,0.000130951385,186.016437912,19,7,6,0,2,6,3,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1.71176985940971,13.6387843267646,-8.94068441051055
"18448",100754,9.7241949e-06,233.017166184,23,7,8,1,2,16,10,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.29739670999407,15.2648998091701,-11.5408934585192
"18449",100757,2.42949243e-06,262.99134536,23,7,10,1,2,13,4,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,2.15865384442158,16.2170079040494,-12.9278281989728
"18450",100758,2.97192683e-06,278.98625998,24,7,11,1,2,17,4,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,2.33956263368145,16.7028817866858,-12.7263000511965
"18451",100768,0.00606548222,246.99643074,22,7,9,1,1,5,5,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1.62065659669276,15.7161200918038,-5.10514123109055
"18452",100776,3.89585071e-05,233.017166184,23,7,8,1,1,10,2,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1.99526231496888,15.2648998091701,-10.1530133987126
"18453",100781,2.27010163e-05,235.032816248,25,7,8,1,2,32,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2.82842712474619,15.3307800273828,-10.693100863554
"18454",100793,8.00027986e-07,206.04265266,24,7,7,0,3,19,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2.41894548148759,14.3541858933205,-14.0386191273904
"18455",100808,2.45411218e-08,206.04265266,24,7,7,0,3,15,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2.25334338084266,14.3541858933205,-17.522915685587
"18456",100809,9.84833899e-06,253.043380932,28,7,9,1,3,68,11,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,3.54611384225967,15.9073373300499,-11.5282077474568
"18457",100810,3.71159367e-05,251.027730868,26,7,9,1,2,17,11,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2.33956263368145,15.8438546720172,-10.2014641199387
"18458",100813,3.20051645e-06,222.03756728,25,7,8,0,3,24,4,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2.59455793396046,14.9009250477949,-12.6521983705557
"18459",100831,1.436,170.021523292,18,7,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,13.0392301648525,0.361861470626032
"18460",100836,0.000110217906,278.98625998,24,7,11,1,2,23,3,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,2.56164150214581,16.7028817866858,-9.11305118805656
"18461",100838,0.00411254411,249.996096392,23,7,10,0,3,29,9,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,2.74611929336248,15.8112648574363,-5.4937134371123
"18462",100847,0.0490729335,234.001181772,22,7,9,0,3,46,2,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,3.1537506243593,15.2970971681558,-3.01444764872303
"18463",100849,0.00739645068,294.9811746,25,7,12,1,2,45,14,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,3.13302423372667,17.1750159999925,-4.90675503167287
"18464",100851,4.70311334e-05,236.016831836,24,7,9,0,3,111,6,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,4.10768274454015,15.3628393155692,-9.96470076278676
"18465",100852,0.000110942983,231.985531708,20,7,9,0,2,23,9,1,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2.56164150214581,15.2310712593698,-9.10649415529052
"18466",100858,0.00621134745,199.995702468,18,7,7,0,1,4,3,1,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1.5157165665104,14.1419836822138,-5.08137742589732
"18467",100876,0.00191755447,204.027002596,22,7,7,0,2,5,2,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.62065659669276,14.283802105742,-6.25670461834667
"18468",100880,9.0816452e-07,296.996824664,27,7,12,1,3,54,3,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,3.30916275726621,17.2335958135266,-13.9118402853306
"18469",100881,0.0016564553399999,341.981902872,29,7,14,2,2,60,24,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,3.41542989237976,18.4927527121302,-6.40307529704662
"18470",100882,6.50627618e-06,283.017560108,28,7,11,1,3,138,35,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,4.3849407139862,16.8231257532006,-11.942743280768
"18471",100893,0.000119877562,246.99643074,22,7,9,1,1,9,5,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1.93318204493176,15.7161200918038,-9.02903965272628
"18472",100894,0.0020251513699999,262.99134536,23,7,10,1,1,9,6,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1.93318204493176,16.2170079040494,-6.20211083060009
"18473",100897,0.000287191805,309.992073632,27,7,12,2,2,63,18,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,3.46578936587948,17.6065917664947,-8.15536025531987
"18474",100902,2.73372643e-05,296.996824664,27,7,12,1,3,88,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,3.83128802013853,17.2335958135266,-10.507259793855
"18475",100915,0.000392629784,296.996824664,27,7,12,1,3,50,12,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,3.23363503288679,17.2335958135266,-7.84264341552513
"18476",100916,0.00106716989,341.981902872,29,7,14,2,2,120,12,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,4.20488743117457,18.4927527121302,-6.84274509721893
"18477",100933,0.0192963757,309.992073632,27,7,12,2,1,42,31,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,3.0688438220957,17.6065917664947,-3.94783798827036
"18478",100939,3.1313145e-07,234.001181772,22,7,9,0,2,17,5,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2.33956263368145,15.2970971681558,-14.976642766517
"18479",100944,5.17380215e-06,281.001910044,26,7,11,1,3,95,29,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,3.92027995161301,16.7631115859795,-12.1719027142049
"18480",100949,7.5024315e-06,312.991739284,28,7,13,1,3,61,2,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,3.43240835550549,17.6915725497763,-11.8002833899635
"18481",100973,0.000713851675,294.9811746,25,7,12,1,2,52,28,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,3.27190739335115,17.1750159999925,-7.24483535530047
"18482",100979,0.0001329004389999,218.006267152,21,7,8,0,2,10,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1.99526231496888,14.7650352912548,-8.92591028901577
"18483",100985,0.0009788188489999,262.99134536,23,7,10,1,1,11,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2.05313641365884,16.2170079040494,-6.9291639693275
"18484",100995,9.85916792e-10,236.016831836,24,7,9,0,4,46,2,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,3.1537506243593,15.3628393155692,-20.7374491543392
"18485",100996,5.33392985e-11,252.011746456,25,7,10,0,5,112,5,0,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,4.11874976160613,15.8748778406638,-23.6543477487422
"18486",100997,5.1228788e-07,312.991739284,28,7,13,1,4,99,5,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,3.96908645068087,17.6915725497763,-14.484379104294
"18487",101006,9.74447312e-05,281.001910044,26,7,11,1,3,33,5,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,2.8546586347325,16.7631115859795,-9.23622520017323
"18488",101008,1.70383975e-08,252.011746456,25,7,10,0,4,68,4,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,3.54611384225967,15.8748778406638,-17.8877963633948
"18489",101016,4.62755128e-07,296.996824664,27,7,12,1,3,49,32,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,3.21409584971604,17.2335958135266,-14.5860678039767
"18490",101026,0.0001173840639999,235.032816248,25,7,8,1,2,13,8,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2.15865384442158,15.3307800273828,-9.050059400841
"18491",101029,0.000556817246,325.986988252,28,7,13,2,2,27,8,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,2.68787537952229,18.0551097546373,-7.49327347600419
"18492",101037,3.9836915e-07,296.996824664,27,7,12,1,3,46,11,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,3.1537506243593,17.2335958135266,-14.7358867489731
"18493",101048,0.000144249963,296.012809076,28,7,11,2,2,39,22,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3.00136892774457,17.205022786268,-8.84396290907523
"18494",101059,3.68159054e-05,325.986988252,28,7,13,2,2,44,11,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,3.11197287548846,18.0551097546373,-10.2095805942095
"18495",101060,5.97953169e-06,296.012809076,28,7,11,2,2,40,5,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3.02425214533222,17.205022786268,-12.0271683057774
"18496",101071,1.23923892e-05,296.996824664,27,7,12,1,3,56,12,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,3.34546436385625,17.2335958135266,-11.2984280479833
"18497",101074,3.20600056e-10,299.012474728,29,7,12,1,4,39,4,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,3.00136892774457,17.291977178102,-21.8608267010806
"18498",101077,2.77614298e-11,254.02739652,27,7,10,0,5,379,11,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,5.93733786193739,15.9382369326096,-24.3073734758526
"18499",101085,0.000263071715,233.017166184,23,7,8,1,1,7,5,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.792789962521,15.2648998091701,-8.24308388234875
"18500",101091,6.60911268e-09,328.002638316,30,7,13,2,3,65,3,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,3.49843659293803,18.1108431144439,-18.8348164311255
"18501",101094,0.000123973605,253.043380932,28,7,9,1,3,56,21,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,3.34546436385625,15.9073373300499,-8.99544187792099
"18502",101110,1.27701286e-05,359.992467556,32,7,15,2,3,177,7,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,4.724893021666,18.9734674626437,-11.2684018174929
"18503",101116,3.7264221e-06,296.996824664,27,7,12,1,3,25,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,2.62652780440377,17.2335958135266,-12.500062007177
"18504",101146,1.23899898e-08,315.007389348,30,7,13,1,4,217,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,5.02270787731574,17.7484475193748,-18.2063769645503
"18505",101167,0.0003424727599999,235.032816248,25,7,8,1,2,32,16,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2.82842712474619,15.3307800273828,-7.97931843627191
"18506",101168,3.08766639e-06,204.027002596,22,7,7,0,3,33,13,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2.8546586347325,14.283802105742,-12.6880949659643
"18507",101179,0.0383020536999999,232.980780676,19,6,9,1,2,3,2,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,1.39038917031591,15.2637079596014,-3.26225176282319
"18508",101211,0.0651017048,217.022251564,22,7,7,1,1,2,2,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1.23114441334492,14.7316751105908,-2.7318045427065
"18509",101214,9.48236486e-05,280.017894456,27,7,10,2,2,14,3,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,2.20718334665857,16.7337352212828,-9.26349172200682
"18510",101227,6.6927527e-05,325.986988252,28,7,13,2,2,28,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,2.71736144646663,18.0551097546373,-9.6119002105856
"18511",101229,0.0146512252,231.00151612,21,7,8,1,1,1,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,15.198734030175,-4.22323131561665
"18512",101246,0.11041045,307.976423568,25,7,12,2,1,31,28,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,2.80161534943718,17.5492570659843,-2.20355049382162
"18513",101261,0.000300867593,329.981902872,28,6,14,2,3,67,4,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0,3.5303880208227,18.1654040107012,-8.108840280361
"18514",101263,1.33165772e-05,300.991739284,27,6,13,1,4,150,8,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0,0,4.49601113047992,17.3491135013867,-11.2265008928407
"18515",101275,0.00102707892,234.99643074,21,6,9,1,2,13,4,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,2.15865384442158,15.3295932998889,-6.88103650580802
"18516",101277,0.849224075,293.997159012,26,7,11,2,1,14,11,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,2.20718334665857,17.1463453543897,-0.163432199342932
"18517",101286,0.376961405,219.00151612,20,6,8,1,1,4,4,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1.5157165665104,14.7986998118078,-0.975612470780007
"18518",101287,0.000753298539,187.995702468,17,6,7,0,2,6,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.71176985940971,13.7111524850393,-7.19104894260085
"18519",101294,0.0101562175,220.021917216,23,7,8,0,3,14,5,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,2.20718334665857,14.8331357849917,-4.58966919945725
"18520",101295,4.58702938e-06,267.022645488,27,7,10,1,3,44,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,3.11197287548846,16.3408275643555,-12.292277937312
"18521",101299,7.99427631e-07,312.991739284,28,7,13,1,4,69,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,3.56167860281532,17.6915725497763,-14.039369826593
"18522",101303,1.87720597e-05,237.996096392,22,6,10,0,4,69,5,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,3.56167860281532,15.4271221033607,-10.8831409797687
"18523",101311,0.0121756572,250.99134536,22,6,10,1,2,24,6,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,2.59455793396046,15.8427063773839,-4.4083166320042
"18524",101321,0.00312232988,215.990617088,19,7,8,0,2,7,3,1,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1.792789962521,14.6966192400838,-5.76917579943433
"18525",101328,0.161131032,172.000787848,16,6,6,0,1,2,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1.23114441334492,13.114907084993,-1.82553738165083
"18526",101330,0.00204832131,234.99643074,21,6,9,1,2,10,10,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1.99526231496888,15.3295932998889,-6.19073469446233
"18527",101332,1.053,156.005873228,15,6,5,0,1,2,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1.23114441334492,12.490231111873,0.0516432331518384
"18528",101333,0.0456558487,174.016437912,18,6,6,0,2,3,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.39038917031591,13.1915290210043,-3.08662355966596
"18529",101334,0.0002076918949999,232.980780676,19,6,9,1,2,2,1,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,1.23114441334492,15.2637079596014,-8.47945485047288
"18530",101342,0.0225117491,281.997159012,25,6,11,2,3,13,4,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,2.15865384442158,16.7927710343469,-3.79371792383923
"18531",101363,0.000327578132,281.997159012,25,6,11,2,3,23,3,0,0,2,0,1,0,0,0,0,2,0,0,1,1,0,0,2.56164150214581,16.7927710343469,-8.02378396035014
"18532",101366,1.21696239e-06,281.997159012,25,6,11,2,3,20,6,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,2.45645605223158,16.7927710343469,-13.6191526482984
"18533",101368,0.000201592016,221.017166184,22,6,8,1,3,20,7,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,2.45645605223158,14.866646097355,-8.50926462572589
"18534",101370,3.40695854e-06,206.006267152,20,6,8,0,4,8,1,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1.86606598307361,14.352918419332,-12.5896905884232
"18535",101399,1.83562843e-05,222.001181772,21,6,9,0,4,13,5,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,2.15865384442158,14.8997040833702,-10.9055385734279
"18536",101404,1.44706436e-06,271.017560108,27,6,11,1,5,112,5,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,4.11874976160613,16.462610974812,-13.4459736330732
"18537",101408,9.1497498e-10,287.012474728,28,6,12,1,5,115,2,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,4.15154119881457,16.9414425220522,-20.8121243952892
"18538",101432,0.000336018835,341.981902872,29,7,14,2,3,24,5,0,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0,2.59455793396046,18.4927527121302,-7.99834334302456
"18539",101444,5.62352173e-06,283.017560108,28,7,11,1,4,104,16,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,4.02819050830619,16.8231257532006,-12.0885524479683
"18540",101446,1.0186639e-05,208.021917216,22,6,8,0,4,13,3,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,2.15865384442158,14.4229649245916,-11.4944335983063
"18541",101457,1.33180523e-07,316.002638316,29,6,13,2,4,125,30,0,0,2,0,0,0,0,0,1,1,0,0,1,2,0,0,4.25669961260392,17.7764630429115,-15.8315603132556
"18542",101459,5.24522333e-05,237.012080804,23,6,9,1,3,16,13,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,2.29739670999407,15.3951966796141,-9.85560764442883
"18543",101460,4.45777735e-06,234.99643074,21,6,9,1,3,15,8,1,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0,2.25334338084266,15.3295932998889,-12.3208602681689
"18544",101462,4.4558703e-09,253.006995424,24,6,10,1,4,94,4,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,3.90785423627429,15.9061936183362,-19.2290434415673
"18545",101463,9.34237715e-06,221.017166184,22,6,8,1,3,13,10,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,2.15865384442158,14.866646097355,-11.5809498252585
"18546",101464,7.49391225e-12,287.012474728,28,6,12,1,5,73,2,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,3.62240377728799,16.9414425220522,-25.6169301249931
"18547",101467,2.5876348e-05,253.006995424,24,6,10,1,4,42,3,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,3.0688438220957,15.9061936183362,-10.5621812111174
"18548",101475,7.2225871e-06,297.992073632,26,6,12,2,3,51,7,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,3.25290254914646,17.2624469190205,-11.8382973451426
"18549",101489,5.32326043e-09,316.002638316,29,6,13,2,4,115,4,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,4.15154119881457,17.7764630429115,-19.0511798585346
"18550",101501,1.98655599e-09,359.992467556,32,7,15,2,4,105,2,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,0,4.03977139528784,18.9734674626437,-20.0368633558206
"18551",101503,3.00457563e-07,255.022645488,26,6,10,1,4,75,3,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,3.65189581477662,15.9694284646633,-15.0179593142417
"18552",101510,6.96828865e-10,240.011746456,24,6,10,0,5,125,4,1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,4.25669961260392,15.4923124954282,-21.0844812661621
"18553",101517,1.06242571e-05,253.006995424,24,6,10,1,3,38,5,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,2.97807121571937,15.9061936183362,-11.4523707655983
"18554",101524,3.49981874e-07,312.991739284,28,7,13,1,4,86,1,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,3.80495509198996,17.6915725497763,-14.8653844723755
"18555",101526,1.95103799e-05,283.017560108,28,7,11,1,4,124,27,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,4.24645479813176,16.8231257532006,-10.8445639314532
"18556",101532,2.70312562e-09,287.012474728,28,6,12,1,5,210,2,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,4.97354198449922,16.9414425220522,-19.7288570964442
"18557",101539,2.69784511e-07,359.992467556,32,7,15,2,4,311,8,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,5.59536106757395,18.9734674626437,-15.1256423040127
